"CodUrl","CodProg","Url","CodTipoUrl","Extra","codTipoSo","Status","DataChecagem","StatusGoogle","DataChecagemUrlQuebrada"
26001,18829,http://www.hardcoded.net/webguru.zip,1,"",,Erro,2021-01-05 22:06:36,"",
26010,18815,http://www.memdb.com/download/MemQuotationE.zip,1,"",,Erro,2021-01-05 22:06:35,"",2018-09-16
26102,18708,http://www.ukocoura.cz/bluemoongames/slidemania.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26118,18687,http://www.htmlzip.com/files/htmlzip.exe,1,"",,Erro,2021-01-05 22:06:35,"",2018-09-17
26124,18681,http://www.infotecs.biz/demo/pf_demo/tr_setup_enu.exe,1,"",,Erro,2021-01-05 22:06:35,"",2018-09-17
26144,18660,http://www.shetab.com/downloads/sms/ShetabMultilangDemo.exe,1,"",,Erro,2021-01-05 22:06:35,"",2018-09-13
26145,18659,http://www.popupstopper.net/SureCleanProfessional.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26149,18654,http://www.ciansoft.com/cflist/cflist.zip,1,"",,Erro,2021-01-05 22:06:35,"",
26172,18628,http://www.tecnick.com/demo/jwtm-demo.zip,1,"",,Erro,2021-01-05 22:06:35,"",2019-04-03
26173,18627,http://stats.xaraonline.com/product.Webstyle4CD/redirectid.WebstyleTrial/redirect.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26174,18627,http://www.xara.com/downloads/webstyle/,1,"",,Erro,2021-01-05 22:06:35,"",
26182,18618,http://www.trellian.com/seotoolkit/download.htm,1,"",,Erro,2021-01-05 22:06:35,"",
26190,18610,http://www.fermsoft.com/download.php?app=sulphcalc300.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26192,18608,http://www.mailbuddies.com/dubya.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26217,18571,http://www.wido-software.de/lotto.zip,1,"",,Erro,2021-01-05 22:06:35,"",
26233,18553,http://nutrigenie.biz/download.html,1,"",,Erro,2021-01-05 22:06:35,"",2019-09-26
26235,18551,http://nutrigenie.biz/download.html,1,"",,Erro,2021-01-05 22:06:35,"",2019-09-26
26263,18519,http://www.10-strike.com/disk-pile/diskpile.zip,1,"",,Erro,2021-01-05 22:06:35,"",
26274,18508,http://www.kingstairs.com/dljot/jotp.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26280,18493,http://www.officecalendar.com/downloads/ocinstall.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26299,18455,http://www.3deepspace.com/products/traveler/files/traveler_setup.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26323,18407,http://www.brainchild.nl/picturepatrol/en/files/ppo_9_121_en.sit,1,"",,Erro,2021-01-05 22:06:35,"",
26348,18380,http://www.profissionalfitness.com/software/ginasium/ginsetup.exe,1,"",,Erro,2021-01-05 22:06:35,"",
26356,18364,http://download2.mihov.com/CodeView.zip,1,"",,Erro,2021-01-05 22:06:35,"",2020-08-03
26404,18314,http://www.soft-central.net/Apps/sc-keylogprodemo.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26430,18286,http://www.matcode.com/remdrive.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26444,18270,http://www.avantrix.com/ezip.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26491,18214,http://downloads.orologic.com/demos/gdsp-ei.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26510,18193,http://www.winamp.com/plugins/details.php?id=139153&download=yes&url=http%3A%2F%2Fdownload.nullsoft.com%2Fcustomize%2Fcomponent%2F2004%2F3%2F3%2FP%2FPortugues_BR.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26522,18176,http://www.groxis.com/distribution/grokker2_1.zip,1,"",,Erro,2021-01-05 22:06:34,"",
26527,18171,http://www.burnsphotography.com/downloads/countrysetup.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26528,18170,http://www.burnsphotography.com/downloads/wiscsnowsetup.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26548,18098,http://www.brainchild.nl/picturepatrol/en/files/ppo_x_121_en.sit,1,"",,Erro,2021-01-05 22:06:34,"",
26557,18088,http://www.gp.pro.br/adoinfo/progs/video.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26573,18030,http://www.ccountry.net/~dix/setup_la.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26578,18002,http://www.actualspy.com/actualspy.exe,1,"",,Erro,2021-01-05 22:06:34,"",
26598,17911,http://www.tech-pro.net/files/tputilities.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26609,17891,http://www.diamondcs.com.au/downloads/pgsetup.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26610,17890,http://kenja.com/softdemos/seasntedy.exe,1,"",,Erro,2021-01-05 22:06:33,"",2018-09-17
26615,17885,http://www.warecase.com/xtm/src/XTM-Setup-1.60.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26627,17870,http://www.ionly.com/download/iban.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26635,17862,ftp://ftp.sunet.se/pub/simtelnet/win95/busgen/ims10.zip,1,"",,Erro,2021-01-05 22:06:33,"",
26689,17673,http://www.deepcom.com/downloads/alarm.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26726,17609,ftp://ftp.sunet.se/pub/pc/windows/mirror-cica/win95/games/lobber.zip,1,"",,Erro,2021-01-05 22:06:33,"",
26733,17573,http://www.coolscreens.com/wood2000.exe,1,"",,Erro,2021-01-05 22:06:33,"",2019-04-26
26777,17504,http://www.doublegames.info/downloads/islepaigowpoker.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26778,17501,http://www.doublegames.com/downloads/islecaribbeanpoker.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26785,17494,http://www.amicutilities.com/download/OvulationCalendarSetup.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26795,17464,http://www.softwarediversions.com/catalog/free_downloads_email.php,1,"",,Erro,2021-01-05 22:06:33,"",
26797,17458,http://www.vidyasoft.com/download/expensemonitor/expensemonitor.zip,1,"",,Erro,2021-01-05 22:06:33,"",2018-11-07
26833,17396,http://www.messless.com/mli/messless_inventory.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26841,17384,ftp://ftp.sunet.se/pub/pc/mirror/simtelnet/win95/visbasic/oneonly.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26846,17367,http://www.doublegames.com/downloads/islevideopoker.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26847,17366,http://www.doublegames.info/downloads/beachslots.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26870,17300,http://www.winograd.com/TinyBooks.sit,1,"",,Erro,2021-01-05 22:06:33,"",
26882,17267,http://www.spdialer.com/download/spdlr140.zip,1,"",,Erro,2021-01-05 22:06:33,"",
26899,17185,http://www.amplusnet.com/setups/realtimecleaner.exe,1,"",,Erro,2021-01-05 22:06:33,"",2018-09-17
26927,17130,http://www.latexsoft.com/distr/BibTexMngSetup.exe,1,"",,Erro,2021-01-05 22:06:33,"",2020-12-21
14627,39847,ftp://ftp.sunet.se/pub/pc/mirror/simtelnet/winnt/util/printqueueminimal.exe,1,"",,Erro,2021-01-05 22:07:08,"",
15939,38546,ftp://ftp.sunet.se/pub/pc/mirror/simtelnet/winxp/security/AS3PF.exe,1,"",,Erro,2021-01-05 22:07:04,"",
16872,37611,ftp://ftp.sunet.se/pub/pc/mirror/simtelnet/win95/gambling/carnival.zip,1,"",,Erro,2021-01-05 22:07:03,"",
17788,36744,ftp://ftp.sunet.se/pub/pc/windows/mirror-cica/win95/games/twistedtankmetal.exe,1,"",,Erro,2021-01-05 22:07:00,"",
18272,36276,ftp://ftp.sunet.se/pub/pc/mirror/simtelnet/win95/arcade/Classicgamecollection-Setup.exe,1,"",,Erro,2021-01-05 22:06:59,"",
19627,34966,http://www.sphinx-soft.com/download/b-Wall-Setup.exe,1,"",,Erro,2021-01-05 22:06:55,"",
32453,10773,http://www.ajcsoft.com/Downloads/AJCDiff.zip,1,"",,Erro,2021-01-05 22:06:17,"",2020-01-24
32477,10743,http://www.cadkas.de/playcd!.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32520,10695,http://www.newpowersoft.com/password%20reminder/setup.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32545,10668,http://www.bysoft.se/sureshot/webeffects/imagescroller/imagescroller.zip,1,"",,Erro,2021-01-05 22:06:17,"",
32557,10654,http://www.wekasoft.com/vchm/vchm.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32587,10624,http://www.contextmagic.com/ftp/InstantViewFreeSetup.exe,1,"",,Erro,2021-01-05 22:06:17,"",2020-12-21
32591,10619,http://www.smartversion.com/smarvs10.exe,1,"",,Erro,2021-01-05 22:06:17,"",2018-12-01
32622,10589,http://eu.acronis.com/homecomputing/download/link/?MigrateEasy7.0_d_en.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32637,10573,http://fxmpegwriter.com/ftp/FreeFXMPEG.EXE,1,"",,Erro,2021-01-05 22:06:17,"",
32639,10572,http://www.tenebril.com/pub/bin/mbsetup.exe,1,"",,Erro,2021-01-05 22:06:17,"",2018-09-17
32646,10565,http://www.idautomation.com/formscontrols/IDAutomation_2DFormsControlsDEMO.zip,1,"",,Erro,2021-01-05 22:06:17,"",2020-01-09
32651,10560,http://www.wheresjames.com/software/InstallWOEArch.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32676,10532,http://mirror1.yavsoft.com/downloads/trailsetup.exe,1,"",,Erro,2021-01-05 22:06:17,"",2018-11-14
32690,10518,http://www.aktiva-s.com/download/asc3d12.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32691,10517,http://isvs.tripod.com,1,"",,Erro,2021-01-05 22:06:17,"",
32692,10516,http://www.ftgate.com/download/files/ftgateoffice.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32693,10515,http://www.aktiva-s.com/download/asc3d11.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32695,10513,http://www.tac-soft.com/wwsetup.exe,1,"",,Erro,2021-01-05 22:06:17,"",
32703,10505,http://www.acronis.com/files/diskdirectorsuite9.0_d_en.exe,1,"",,Erro,2021-01-05 22:06:17,"",2020-02-03
32757,10448,http://www.MyCafeCup.net/software/ccpf1960.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32780,10425,http://www.contextmagic.com/ftp/ContextMagicFreeSetup.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32781,10424,http://www.mapilab.com/files/save_mlist.zip,1,"",,Erro,2021-01-05 22:06:16,"",2019-10-21
32801,10404,http://www.perthcity.info/iMagicReservationLiteEvaluation.exe,1,"",,Erro,2021-01-05 22:06:16,"",2018-09-17
32819,10386,http://www.mycorkboard.com/ftp/cbpak023.exe,1,"",,Erro,2021-01-05 22:06:16,"",2018-09-14
32837,10369,http://www.mycorkboard.com/corkb100.exe,1,"",,Erro,2021-01-05 22:06:16,"",2020-12-09
32862,10344,http://www.toggle.com/downloads/togkeyboard.exe,1,"",,Erro,2021-01-05 22:06:16,"",2018-09-13
32864,10342,http://www.toggle.com/downloads/togvolume.exe,1,"",,Erro,2021-01-05 22:06:16,"",2020-08-06
32866,10340,http://www.bysoft.se/sureshot/windowsspy/windowsspydemo.zip,1,"",,Erro,2021-01-05 22:06:16,"",
32867,10339,http://www.fcoder.com/ftp/ag_d.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32872,10334,http://www.softuarium.com/files/mzip.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32902,10303,http://www.csitte.at/wdiff/wdiff150.zip,1,"",,Erro,2021-01-05 22:06:16,"",
32909,10295,http://www.sourcecode.se/cgi-bin/load_sokoban.pl,1,"",,Erro,2021-01-05 22:06:16,"",2020-10-05
32916,10288,http://www.aktiva-s.com/download/asc3d13.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32936,10264,http://quickcal.215software.com/downloads/qcdemo.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32944,10254,http://www.zeroads.com/download/yzx/cge/03/InstZeroAds.exe,1,"",,Erro,2021-01-05 22:06:16,"",
32957,10240,http://www.bysoft.se/sureshot/stopthepop/stopthepop.zip,1,"",,Erro,2021-01-05 22:06:16,"",
32971,10223,http://dj2000.215software.com/downloads/djdemo.exe,1,"",,Erro,2021-01-05 22:06:16,"",
33019,10166,http://www.donato.inf.br/download/empresarialld.zip,1,"",,Erro,2021-01-05 22:06:16,"",
33058,10119,http://www.aida32.hu/download/aida32pe_393.exe,1,"",,Erro,2021-01-05 22:06:16,"",2018-10-04
33059,10118,http://www.aprelium.com/data/abwsx1-freebsd.tgz,1,"",,Erro,2021-01-05 22:06:16,"",2020-01-16
33110,10065,http://www.xaudiotools.com/download/setup_amwr.exe,1,"",,Erro,2021-01-05 22:06:16,"",
33130,10044,http://www.ip2location.com/ip2location-country.zip,1,"",,Erro,2021-01-05 22:06:15,"",2018-09-17
33165,10010,ftp://ftp.sunet.se/pub/pc/windows/mirror-cica/win95/sounds/mp32wav.zip,1,"",,Erro,2021-01-05 22:06:15,"",
33211,9960,http://www.gyzsoft.com/download/gyzpdb11.exe,1,"",,Erro,2021-01-05 22:06:15,"",2018-11-07
33234,9932,http://www.liberty-ca.org/software/files/slquizh10.zip,1,"",,Erro,2021-01-05 22:06:15,"",
33240,9926,http://www.aktiva-s.com/download/2d3dpg02.exe,1,"",,Erro,2021-01-05 22:06:15,"",
33249,9916,http://www.3rddaysoftware.com/files/pcdb_setup.exe,1,"",,Erro,2021-01-05 22:06:15,"",
33266,9900,http://www.rksoft.sk/Download/formik.exe,1,"",,Erro,2021-01-05 22:06:15,"",
33280,9886,http://www.axife.com/fr/fr183.exe,1,"",,Erro,2021-01-05 22:06:15,"",2020-12-01
33296,9869,http://www.avantrix.com/audiocd.exe,1,"",,Erro,2021-01-05 22:06:15,"",
33302,9863,http://www.cablevision.qc.ca/popupsolutions/Interspector_Setup.exe,1,"",,Erro,2021-01-05 22:06:15,"",
33305,9860,http://www.pawsoft.com/files/minimail.exe,1,"",,Erro,2021-01-05 22:06:15,"",2019-07-01
33323,9841,http://www.geekphase.com/files/install_drugwars.exe,1,"",,Erro,2021-01-05 22:06:15,"",2020-06-21
26928,17128,http://www.zabiyako.com/software/uhr10.zip,1,"",,Erro,2021-01-05 22:06:33,"",
26933,17122,http://www.emjesus.com.br/mbiblica/MBiblica5.0completo.exe,1,"",,Erro,2021-01-05 22:06:33,"",
26961,17084,http://www.winograd.com/HangmanPro.sit,1,"",,Erro,2021-01-05 22:06:33,"",
27016,16999,http://lol-game.com/lOl.exe,1,"",,Erro,2021-01-05 22:06:33,"",2018-09-17
27030,16952,http://www.dcsginc.com/downloads/dblchecker/setups/dcsetup_pl.exe,1,"",,Erro,2021-01-05 22:06:33,"",
27031,16951,http://www.rbytes.com.br/downloads/softwares/outros/sistema.zip,1,"",,Erro,2021-01-05 22:06:33,"",
27046,16912,http://www.winograd.com/HangmanBible.sit,1,"",,Erro,2021-01-05 22:06:33,"",
27047,16911,http://www.gp.pro.br/adoinfo/progs/pratico.exe,1,"",,Erro,2021-01-05 22:06:33,"",
27060,16900,http://www.nurium.com/bin/BreakQuest_demo.exe,1,"",,Erro,2021-01-05 22:06:33,"",2018-09-17
27062,16898,http://www.winograd.com/BricklesPro.sit,1,"",,Erro,2021-01-05 22:06:33,"",
